# 2km 경쟁점 폐업 대조 — 판정칸(영업/폐업/모름)은 비어 있다. 채우지 않은 칸은 '모름'이다.
등급,매장명,매장코드,구분,거리m,상호,주소,위도,경도,공식DB,같은자리의심,카카오맵링크,판정,메모
C,시흥은계점,20231023405,500m밖,1886,NU PC 신천점,경기 시흥시 신천3길 46,37.438827,126.781345,,,"https://map.kakao.com/link/map/NU%20PC%20%EC%8B%A0%EC%B2%9C%EC%A0%90,37.4388270474448,126.781345450379",,
-,시흥은계점,20231023405,500m안,85,망고팡,경기 시흥시 은계번영길 9,37.437471,126.801635,,,"https://map.kakao.com/link/map/%EB%A7%9D%EA%B3%A0%ED%8C%A1,37.4374707731205,126.801635436614",,
-,시흥은계점,20231023405,500m안,88,라이또PC방 시흥은계점,경기 시흥시 은계번영길 40,37.436554,126.802545,라이또,,"https://map.kakao.com/link/map/%EB%9D%BC%EC%9D%B4%EB%98%90PC%EB%B0%A9%20%EC%8B%9C%ED%9D%A5%EC%9D%80%EA%B3%84%EC%A0%90,37.4365541627694,126.802545196921",,
-,시흥은계점,20231023405,500m안,138,스타파이브(시흥은행점),경기 시흥시 은계번영길 25,37.436776,126.803973,스타바이브,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80%ED%8C%8C%EC%9D%B4%EB%B8%8C(%EC%8B%9C%ED%9D%A5%EC%9D%80%ED%96%89%EC%A0%90),37.436776386559,126.803972860351",,
B,시흥정왕점,20240517411,500m밖,554,좋은날피시방 정왕점,경기 시흥시 정왕대로233번길 28-1,37.347225,126.741537,,,"https://map.kakao.com/link/map/%EC%A2%8B%EC%9D%80%EB%82%A0%ED%94%BC%EC%8B%9C%EB%B0%A9%20%EC%A0%95%EC%99%95%EC%A0%90,37.3472246905781,126.741537096027",,
B,시흥정왕점,20240517411,500m밖,825,뉴캐슬 피시방,경기 시흥시 봉우재로61번길 29,37.349197,126.743562,,,"https://map.kakao.com/link/map/%EB%89%B4%EC%BA%90%EC%8A%AC%20%ED%94%BC%EC%8B%9C%EB%B0%A9,37.3491969397345,126.743561864448",,
B,시흥정왕점,20240517411,500m밖,892,본피씨방,경기 시흥시 역전로 304,37.352467,126.738923,,,"https://map.kakao.com/link/map/%EB%B3%B8%ED%94%BC%EC%94%A8%EB%B0%A9,37.3524665295858,126.738923170469",,
C,시흥정왕점,20240517411,500m밖,986,게임존,경기 시흥시 희망공원로 269,37.345317,126.724995,,,"https://map.kakao.com/link/map/%EA%B2%8C%EC%9E%84%EC%A1%B4,37.3453168621601,126.724995427626",,
C,시흥정왕점,20240517411,500m밖,1003,올스타zPC방,경기 시흥시 봉우재로 65,37.348362,126.746487,,,"https://map.kakao.com/link/map/%EC%98%AC%EC%8A%A4%ED%83%80zPC%EB%B0%A9,37.3483616846754,126.746486689185",,
C,시흥정왕점,20240517411,500m밖,1015,플러스PC,경기 시흥시 오동마을로6번길 17,37.352146,126.742842,,,"https://map.kakao.com/link/map/%ED%94%8C%EB%9F%AC%EC%8A%A4PC,37.3521462387256,126.742841898254",,
C,시흥정왕점,20240517411,500m밖,1046,콜로세움플러스PC방,경기 시흥시 오동마을로6번안길 12,37.352245,126.743258,,,"https://map.kakao.com/link/map/%EC%BD%9C%EB%A1%9C%EC%84%B8%EC%9B%80%ED%94%8C%EB%9F%AC%EC%8A%A4PC%EB%B0%A9,37.3522453544985,126.743258040491",,
C,시흥정왕점,20240517411,500m밖,1082,샹떼PC 정왕점,경기 시흥시 오동마을로 14,37.352703,126.743170,,,"https://map.kakao.com/link/map/%EC%83%B9%EB%96%BCPC%20%EC%A0%95%EC%99%95%EC%A0%90,37.3527028838,126.743169573972",,
C,시흥정왕점,20240517411,500m밖,1084,락시대PC,경기 시흥시 정왕천로411번길 44,37.346791,126.748073,,,"https://map.kakao.com/link/map/%EB%9D%BD%EC%8B%9C%EB%8C%80PC,37.3467909794095,126.748073126727",,
C,시흥정왕점,20240517411,500m밖,1116,프렌즈피씨방,경기 시흥시 정왕천로411번길 40,37.346548,126.748505,,성지PC,"https://map.kakao.com/link/map/%ED%94%84%EB%A0%8C%EC%A6%88%ED%94%BC%EC%94%A8%EB%B0%A9,37.3465477200572,126.748505060008",,
C,시흥정왕점,20240517411,500m밖,1118,성지PC,경기 시흥시 정왕천로411번길 40,37.346527,126.748530,,프렌즈피씨방,"https://map.kakao.com/link/map/%EC%84%B1%EC%A7%80PC,37.3465270493575,126.748529957876",,
C,시흥정왕점,20240517411,500m밖,1119,빈야드랩,경기 시흥시 오동마을로 28,37.352212,126.744602,,,"https://map.kakao.com/link/map/%EB%B9%88%EC%95%BC%EB%93%9C%EB%9E%A9,37.35221222354475,126.74460240227567",,
C,시흥정왕점,20240517411,500m밖,1168,푸른별 귀큰여우PC방,경기 시흥시 정왕천로 361,37.340864,126.748366,,,"https://map.kakao.com/link/map/%ED%91%B8%EB%A5%B8%EB%B3%84%20%EA%B7%80%ED%81%B0%EC%97%AC%EC%9A%B0PC%EB%B0%A9,37.3408637417419,126.748366024683",,
C,시흥정왕점,20240517411,500m밖,1232,붕우PC카페 정왕2호점,경기 시흥시 군서로24번길 10-1,37.345381,126.749993,,,"https://map.kakao.com/link/map/%EB%B6%95%EC%9A%B0PC%EC%B9%B4%ED%8E%98%20%EC%A0%95%EC%99%952%ED%98%B8%EC%A0%90,37.345381340395,126.749993020159",,
C,시흥정왕점,20240517411,500m밖,1438,와우팡팡,경기 시흥시 옥구상가2길 9,37.353342,126.723955,,,"https://map.kakao.com/link/map/%EC%99%80%EC%9A%B0%ED%8C%A1%ED%8C%A1,37.3533416825137,126.723954850669",,
C,시흥정왕점,20240517411,500m밖,1479,에스투존피시방,경기 시흥시 옥구천동로 401,37.357086,126.729812,,,"https://map.kakao.com/link/map/%EC%97%90%EC%8A%A4%ED%88%AC%EC%A1%B4%ED%94%BC%EC%8B%9C%EB%B0%A9,37.3570863518412,126.72981174037",,
C,시흥정왕점,20240517411,500m밖,1487,탐스PC,경기 시흥시 평안상가3길 16,37.336648,126.749486,,,"https://map.kakao.com/link/map/%ED%83%90%EC%8A%A4PC,37.33664750321585,126.7494859613621",,
C,시흥정왕점,20240517411,500m밖,1572,이에프씨 피씨 카페EFC PC CAFE,경기 시흥시 옥구상가1길 9,37.353892,126.722551,,,"https://map.kakao.com/link/map/%EC%9D%B4%EC%97%90%ED%94%84%EC%94%A8%20%ED%94%BC%EC%94%A8%20%EC%B9%B4%ED%8E%98EFC%20PC%20CAFE,37.353891627983,126.722550995004",,
C,시흥정왕점,20240517411,500m밖,1583,초콜릿PC방,경기 시흥시 정왕천로 436,37.346011,126.753901,,,"https://map.kakao.com/link/map/%EC%B4%88%EC%BD%9C%EB%A6%BFPC%EB%B0%A9,37.3460112444285,126.753901460969",,
C,시흥정왕점,20240517411,500m밖,1588,비타민PC방,경기 시흥시 옥구상가1길 23,37.353171,126.721619,,,"https://map.kakao.com/link/map/%EB%B9%84%ED%83%80%EB%AF%BCPC%EB%B0%A9,37.35317132113538,126.72161909374812",,
C,시흥정왕점,20240517411,500m밖,1588,듀오(DUO)PC방,경기 시흥시 옥구상가3길 25,37.354167,126.722610,,,"https://map.kakao.com/link/map/%EB%93%80%EC%98%A4(DUO)PC%EB%B0%A9,37.3541665787149,126.722609804213",,
-,시흥정왕점,20240517411,500m안,42,보보스PC존 5호점,경기 시흥시 중심상가3길 22,37.344402,126.735901,보보스5,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%B3%B4%EC%8A%A4PC%EC%A1%B4%205%ED%98%B8%EC%A0%90,37.3444019380933,126.735900608115",,
-,시흥정왕점,20240517411,500m안,55,보보스PC 3호점,경기 시흥시 중심상가로 193,37.344367,126.736524,보보스3,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%B3%B4%EC%8A%A4PC%203%ED%98%B8%EC%A0%90,37.3443672863193,126.736523691772",,
-,시흥정왕점,20240517411,500m안,62,보보스피씨존 본점,경기 시흥시 중심상가2길 12-6,37.345299,126.736253,,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%B3%B4%EC%8A%A4%ED%94%BC%EC%94%A8%EC%A1%B4%20%EB%B3%B8%EC%A0%90,37.3452992463127,126.736252964693",,
-,시흥정왕점,20240517411,500m안,69,링크 PC카페,경기 시흥시 중심상가로 192,37.344130,126.736278,보보스2,,"https://map.kakao.com/link/map/%EB%A7%81%ED%81%AC%20PC%EC%B9%B4%ED%8E%98,37.3441297697793,126.736278497438",,
-,시흥정왕점,20240517411,500m안,137,보보스PC존 1호점,경기 시흥시 중심상가로 201-9,37.344466,126.737624,보보스1,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%B3%B4%EC%8A%A4PC%EC%A1%B4%201%ED%98%B8%EC%A0%90,37.3444661409553,126.737623688866",,
-,시흥정왕점,20240517411,500m안,290,킹게임랜드,경기 시흥시 중심상가로 160,37.345882,126.733151,,,"https://map.kakao.com/link/map/%ED%82%B9%EA%B2%8C%EC%9E%84%EB%9E%9C%EB%93%9C,37.3458824621847,126.733150722311",,
-,시흥정왕점,20240517411,500m안,387,인터넷파워피시방,경기 시흥시 정왕대로233번길 10,37.345878,126.740237,,,"https://map.kakao.com/link/map/%EC%9D%B8%ED%84%B0%EB%84%B7%ED%8C%8C%EC%9B%8C%ED%94%BC%EC%8B%9C%EB%B0%A9,37.3458775107223,126.740237078003",,
-,시흥정왕점,20240517411,500m안,422,스타덤PC 시흥정왕점,경기 시흥시 중심상가로 146,37.346734,126.732044,스타덤,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80%EB%8D%A4PC%20%EC%8B%9C%ED%9D%A5%EC%A0%95%EC%99%95%EC%A0%90,37.34673413406928,126.7320439470765",,
B,구리돌다리점,N015,500m밖,504,럭키PC,경기 구리시 건원대로34번길 9,37.604378,127.140853,,,"https://map.kakao.com/link/map/%EB%9F%AD%ED%82%A4PC,37.6043783618329,127.140852607985",,
B,구리돌다리점,N015,500m밖,537,엔투피씨(N2PC),경기 구리시 건원대로 42,37.604829,127.140360,,,"https://map.kakao.com/link/map/%EC%97%94%ED%88%AC%ED%94%BC%EC%94%A8(N2PC),37.60482944379031,127.14035969704585",,
B,구리돌다리점,N015,500m밖,567,레벨업PC방 수택점,경기 구리시 검배로48번길 18,37.596784,127.143439,,긱스타PC,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EC%88%98%ED%83%9D%EC%A0%90,37.5967835044927,127.143439317909",,
C,구리돌다리점,N015,500m밖,569,긱스타PC,경기 구리시 검배로48번길 18,37.596762,127.143453,,레벨업PC방 수택점,"https://map.kakao.com/link/map/%EA%B8%B1%EC%8A%A4%ED%83%80PC,37.59676186426,127.143452864667",,
C,구리돌다리점,N015,500m밖,627,새와동물게임장,경기 구리시 검배로 54,37.596948,127.144476,,,"https://map.kakao.com/link/map/%EC%83%88%EC%99%80%EB%8F%99%EB%AC%BC%EA%B2%8C%EC%9E%84%EC%9E%A5,37.5969480226414,127.144475743968",,
C,구리돌다리점,N015,500m밖,665,라인PC방(LINE PC),경기 구리시 건원대로 57,37.606165,127.139244,,,"https://map.kakao.com/link/map/%EB%9D%BC%EC%9D%B8PC%EB%B0%A9(LINE%20PC),37.6061651300599,127.139244428622",,
C,구리돌다리점,N015,500m밖,671,일프로아레나 구리점,경기 구리시 검배로 55,37.597138,127.145214,,온잇 PC아레나 구리점,"https://map.kakao.com/link/map/%EC%9D%BC%ED%94%84%EB%A1%9C%EC%95%84%EB%A0%88%EB%82%98%20%EA%B5%AC%EB%A6%AC%EC%A0%90,37.5971381261294,127.145214412726",,
C,구리돌다리점,N015,500m밖,672,온잇 PC아레나 구리점,경기 구리시 검배로 55,37.597145,127.145236,,일프로아레나 구리점,"https://map.kakao.com/link/map/%EC%98%A8%EC%9E%87%20PC%EC%95%84%EB%A0%88%EB%82%98%20%EA%B5%AC%EB%A6%AC%EC%A0%90,37.59714530756357,127.14523594159667",,
C,구리돌다리점,N015,500m밖,722,보물섬,경기 구리시 안골로8번길 8-3,37.596685,127.131755,,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%AC%BC%EC%84%AC,37.5966845017617,127.131755468223",,
C,구리돌다리점,N015,500m밖,767,코지PC방,경기 구리시 검배로 65,37.596467,127.145970,,,"https://map.kakao.com/link/map/%EC%BD%94%EC%A7%80PC%EB%B0%A9,37.5964668576916,127.145969520429",,
C,구리돌다리점,N015,500m밖,801,몬스터피씨 MONSTER PC,경기 구리시 원수택로 8,37.593008,127.139595,,라임PC 수택직영점,"https://map.kakao.com/link/map/%EB%AA%AC%EC%8A%A4%ED%84%B0%ED%94%BC%EC%94%A8%20MONSTER%20PC,37.5930075563601,127.139594701335",,
C,구리돌다리점,N015,500m밖,804,라임PC 수택직영점,경기 구리시 원수택로 8,37.592966,127.139415,,몬스터피씨 MONSTER PC,"https://map.kakao.com/link/map/%EB%9D%BC%EC%9E%84PC%20%EC%88%98%ED%83%9D%EC%A7%81%EC%98%81%EC%A0%90,37.5929663236441,127.139414588514",,
C,구리돌다리점,N015,500m밖,889,더PC 구리수택동점,경기 구리시 이문안로 62,37.592174,127.138356,,찐막PC,"https://map.kakao.com/link/map/%EB%8D%94PC%20%EA%B5%AC%EB%A6%AC%EC%88%98%ED%83%9D%EB%8F%99%EC%A0%90,37.592173796462,127.138355552498",,
C,구리돌다리점,N015,500m밖,892,찐막PC,경기 구리시 이문안로 62,37.592151,127.138357,,더PC 구리수택동점,"https://map.kakao.com/link/map/%EC%B0%90%EB%A7%89PC,37.5921512703941,127.138356643084",,
C,구리돌다리점,N015,500m밖,899,더캠프PC방,경기 구리시 이문안로 72,37.592104,127.139328,,PC플러스클럽,"https://map.kakao.com/link/map/%EB%8D%94%EC%BA%A0%ED%94%84PC%EB%B0%A9,37.592104177161,127.139328058658",,
C,구리돌다리점,N015,500m밖,900,PC플러스클럽,경기 구리시 이문안로 72,37.592092,127.139389,,더캠프PC방,"https://map.kakao.com/link/map/PC%ED%94%8C%EB%9F%AC%EC%8A%A4%ED%81%B4%EB%9F%BD,37.5920923921087,127.139389180208",,
C,구리돌다리점,N015,500m밖,925,구리PC,경기 구리시 체육관로80번길 27,37.591887,127.139656,,,"https://map.kakao.com/link/map/%EA%B5%AC%EB%A6%ACPC,37.591886650655,127.139656015576",,
C,구리돌다리점,N015,500m밖,987,레벨업PC 교문점,경기 구리시 이문안로 32,37.591832,127.134811,,여기PC,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%20%EA%B5%90%EB%AC%B8%EC%A0%90,37.5918319175342,127.134810872251",,
C,구리돌다리점,N015,500m밖,987,여기PC,경기 구리시 이문안로 32,37.591832,127.134811,,레벨업PC 교문점,"https://map.kakao.com/link/map/%EC%97%AC%EA%B8%B0PC,37.59183191754,127.134810872252",,
C,구리돌다리점,N015,500m밖,1071,레벨업PC방 인창점,경기 구리시 동구릉로53번길 79,37.608164,127.131812,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EC%9D%B8%EC%B0%BD%EC%A0%90,37.6081639502647,127.131811955956",,
C,구리돌다리점,N015,500m밖,1077,미르PC방,경기 구리시 동구릉로 120,37.609802,127.136944,,,"https://map.kakao.com/link/map/%EB%AF%B8%EB%A5%B4PC%EB%B0%A9,37.6098015100089,127.136944191545",,
C,구리돌다리점,N015,500m밖,1758,맥스존 도농점,경기 남양주시 도농로 7,37.606573,127.156879,,피씨로그(구플레잇) PC방 도농점,"https://map.kakao.com/link/map/%EB%A7%A5%EC%8A%A4%EC%A1%B4%20%EB%8F%84%EB%86%8D%EC%A0%90,37.6065727773434,127.156879451305",,
C,구리돌다리점,N015,500m밖,1759,피씨로그(구플레잇) PC방 도농점,경기 남양주시 도농로 7,37.606594,127.156875,,맥스존 도농점,"https://map.kakao.com/link/map/%ED%94%BC%EC%94%A8%EB%A1%9C%EA%B7%B8(%EA%B5%AC%ED%94%8C%EB%A0%88%EC%9E%87)%20PC%EB%B0%A9%20%EB%8F%84%EB%86%8D%EC%A0%90,37.6065944070395,127.156874966704",,
C,구리돌다리점,N015,500m밖,1796,엑스탑,경기 남양주시 다산순환로 20,37.612586,127.151716,,,"https://map.kakao.com/link/map/%EC%97%91%EC%8A%A4%ED%83%91,37.612585517643,127.15171610904",,
C,구리돌다리점,N015,500m밖,1836,플존,경기 남양주시 가운로 2,37.605960,127.158141,,,"https://map.kakao.com/link/map/%ED%94%8C%EC%A1%B4,37.6059602232295,127.158140899371",,
-,구리돌다리점,N015,500m안,69,진주게임랜드,경기 구리시 안골로63번길 42-7,37.599562,127.138674,,,"https://map.kakao.com/link/map/%EC%A7%84%EC%A3%BC%EA%B2%8C%EC%9E%84%EB%9E%9C%EB%93%9C,37.5995615473214,127.138673847416",,
-,구리돌다리점,N015,500m안,155,녹스피씨방 구리돌다리점,경기 구리시 경춘로 223,37.600896,127.140167,녹스피씨방 구리돌다리점,,"https://map.kakao.com/link/map/%EB%85%B9%EC%8A%A4%ED%94%BC%EC%94%A8%EB%B0%A9%20%EA%B5%AC%EB%A6%AC%EB%8F%8C%EB%8B%A4%EB%A6%AC%EC%A0%90,37.6008959522889,127.140166589969",,
-,구리돌다리점,N015,500m안,227,G1피시방,경기 구리시 검배로 4,37.600476,127.141203,G1피시방,지원오티티스크린허브,"https://map.kakao.com/link/map/G1%ED%94%BC%EC%8B%9C%EB%B0%A9,37.6004757564037,127.141203093272",,
-,구리돌다리점,N015,500m안,235,지원오티티스크린허브,경기 구리시 검배로 4,37.600459,127.141295,,G1피시방,"https://map.kakao.com/link/map/%EC%A7%80%EC%9B%90%EC%98%A4%ED%8B%B0%ED%8B%B0%EC%8A%A4%ED%81%AC%EB%A6%B0%ED%97%88%EB%B8%8C,37.600459428844005,127.14129478796264",,
-,구리돌다리점,N015,500m안,448,레드포스PC아레나 구리역점,경기 구리시 경춘로 253,37.602230,127.143029,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%EA%B5%AC%EB%A6%AC%EC%97%AD%EC%A0%90,37.6022295876801,127.143028505599",,
-,구리돌다리점,N015,500m안,498,제로백 구리역점,경기 구리시 건원대로 36,37.604431,127.140489,,,"https://map.kakao.com/link/map/%EC%A0%9C%EB%A1%9C%EB%B0%B1%20%EA%B5%AC%EB%A6%AC%EC%97%AD%EC%A0%90,37.604431052398,127.140489183056",,
B,울산삼산점,N005,500m밖,520,사이버킹PC방,울산 남구 꽃대나리로 39,35.533847,129.334208,,,"https://map.kakao.com/link/map/%EC%82%AC%EC%9D%B4%EB%B2%84%ED%82%B9PC%EB%B0%A9,35.5338472363577,129.334208489389",,
B,울산삼산점,N005,500m밖,561,오렌지PC,울산 남구 왕생로 69,35.539605,129.330583,,,"https://map.kakao.com/link/map/%EC%98%A4%EB%A0%8C%EC%A7%80PC,35.5396048749485,129.330583053955",,
B,울산삼산점,N005,500m밖,614,초승달PC,울산 남구 왕생로 81,35.540499,129.330381,,,"https://map.kakao.com/link/map/%EC%B4%88%EC%8A%B9%EB%8B%ACPC,35.54049903333338,129.33038073080792",,
C,울산삼산점,N005,500m밖,627,살롱PC,울산 남구 달삼로 12,35.535204,129.330606,,,"https://map.kakao.com/link/map/%EC%82%B4%EB%A1%B1PC,35.5352036645823,129.330605602041",,
C,울산삼산점,N005,500m밖,728,앤유pc,울산 남구 달삼로 4,35.535023,129.329443,,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0pc,35.5350225006632,129.329442882041",,
C,울산삼산점,N005,500m밖,747,더레드피씨,울산 남구 삼산중로128번길 2,35.544853,129.335877,,,"https://map.kakao.com/link/map/%EB%8D%94%EB%A0%88%EB%93%9C%ED%94%BC%EC%94%A8,35.54485287650217,129.3358769985398",,
C,울산삼산점,N005,500m밖,795,은이네PC,울산 남구 번영로 111,35.535247,129.328493,,라인PC,"https://map.kakao.com/link/map/%EC%9D%80%EC%9D%B4%EB%84%A4PC,35.535247205522374,129.32849253075042",,
C,울산삼산점,N005,500m밖,805,라인PC,울산 남구 번영로 111,35.535203,129.328388,,은이네PC,"https://map.kakao.com/link/map/%EB%9D%BC%EC%9D%B8PC,35.5352032777065,129.328387638633",,
C,울산삼산점,N005,500m밖,970,핵스 PC카페 태화강역점,울산 남구 남중로 43,35.538244,129.347208,,,"https://map.kakao.com/link/map/%ED%95%B5%EC%8A%A4%20PC%EC%B9%B4%ED%8E%98%20%ED%83%9C%ED%99%94%EA%B0%95%EC%97%AD%EC%A0%90,35.5382442619515,129.347207571169",,
C,울산삼산점,N005,500m밖,1076,탑피씨방(TOP PC),울산 남구 정동로118번길 12,35.544049,129.345922,,,"https://map.kakao.com/link/map/%ED%83%91%ED%94%BC%EC%94%A8%EB%B0%A9(TOP%20PC),35.544048671062676,129.3459215152169",,
C,울산삼산점,N005,500m밖,1096,슈퍼맨PC,울산 남구 돋질로 384,35.543302,129.346808,,,"https://map.kakao.com/link/map/%EC%8A%88%ED%8D%BC%EB%A7%A8PC,35.5433024552742,129.346808205742",,
C,울산삼산점,N005,500m밖,1145,샹떼PC방 울산야음동점,울산 남구 번영로 36,35.528921,129.330829,,,"https://map.kakao.com/link/map/%EC%83%B9%EB%96%BCPC%EB%B0%A9%20%EC%9A%B8%EC%82%B0%EC%95%BC%EC%9D%8C%EB%8F%99%EC%A0%90,35.5289207497467,129.33082944523",,
C,울산삼산점,N005,500m밖,1284,NLH 스타디움,울산 남구 남중로 119,35.544971,129.347943,,,"https://map.kakao.com/link/map/NLH%20%EC%8A%A4%ED%83%80%EB%94%94%EC%9B%80,35.544970736965,129.347942790966",,
C,울산삼산점,N005,500m밖,1311,레벨업PC방 울산달동점,울산 남구 삼산로 136,35.535798,129.322340,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%B2%A8%EC%97%85PC%EB%B0%A9%20%EC%9A%B8%EC%82%B0%EB%8B%AC%EB%8F%99%EC%A0%90,35.5357984172217,129.322339599278",,
C,울산삼산점,N005,500m밖,1359,스펀지PC,울산 남구 번영로246번길 22,35.547558,129.326940,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%8E%80%EC%A7%80PC,35.54755772774842,129.32694009029586",,
C,울산삼산점,N005,500m밖,1366,레드포스PC아레나 울산달동점,울산 남구 신정로 39,35.535375,129.321841,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%EC%9A%B8%EC%82%B0%EB%8B%AC%EB%8F%99%EC%A0%90,35.5353746073214,129.321841234476",,
C,울산삼산점,N005,500m밖,1412,제닉스아레나pc존,울산 남구 신정로37번길 7,35.534995,129.321428,,,"https://map.kakao.com/link/map/%EC%A0%9C%EB%8B%89%EC%8A%A4%EC%95%84%EB%A0%88%EB%82%98pc%EC%A1%B4,35.534995111309,129.321427931764",,
C,울산삼산점,N005,500m밖,1541,아레나XPC방,울산 남구 수암로 220,35.525253,129.330177,,,"https://map.kakao.com/link/map/%EC%95%84%EB%A0%88%EB%82%98XPC%EB%B0%A9,35.525253437896,129.330176636556",,
C,울산삼산점,N005,500m밖,1790,스타덤PC 울산신정점,울산 남구 수암로 121,35.528302,129.320869,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%83%80%EB%8D%A4PC%20%EC%9A%B8%EC%82%B0%EC%8B%A0%EC%A0%95%EC%A0%90,35.5283019699832,129.320869081233",,
C,울산삼산점,N005,500m밖,1844,골드PC방,울산 남구 수암로 109,35.528852,129.319655,,,"https://map.kakao.com/link/map/%EA%B3%A8%EB%93%9CPC%EB%B0%A9,35.5288515631382,129.319654774289",,
C,울산삼산점,N005,500m밖,1874,스카이PC,울산 중구 옥교12길 81,35.554653,129.332182,,,"https://map.kakao.com/link/map/%EC%8A%A4%EC%B9%B4%EC%9D%B4PC,35.5546531506981,129.332182040354",,
C,울산삼산점,N005,500m밖,1885,아이센스리그PC방 울산수암시장점,울산 남구 수암로 114,35.528256,129.319611,,,"https://map.kakao.com/link/map/%EC%95%84%EC%9D%B4%EC%84%BC%EC%8A%A4%EB%A6%AC%EA%B7%B8PC%EB%B0%A9%20%EC%9A%B8%EC%82%B0%EC%88%98%EC%95%94%EC%8B%9C%EC%9E%A5%EC%A0%90,35.5282558986368,129.319611167154",,
