매장명,매장코드,개점일,매출기간,거리m,상호,주소,위도,경도,등급,판정,메모
김포풍무점,N013,,,129,처제네PC,경기 김포시 승가로 4,37.606775,126.721960,-,,
김포풍무점,N013,,,173,노블PC,경기 김포시 풍무로146번길 32,37.607516,126.725230,-,,
김포풍무점,N013,,,457,맥스피드PC,경기 김포시 풍무로 84,37.602972,126.721992,-,,
산본점,N012,,,763,멜론PC방,경기 군포시 고산로 571,37.364010,126.925561,B,,
산본점,N012,,,950,헤라피씨,경기 군포시 금재로 1,37.362465,126.941685,B,,
산본점,N012,,,993,브라더 군포금정점,경기 군포시 번영로 599,37.363014,126.941912,B,,
산본점,N012,,,1003,앤PC방,경기 군포시 금산로 30,37.365129,126.940328,C,,
산본점,N012,,,1105,앤유PC 군포점,경기 군포시 번영로609번길 6,37.363658,126.942930,C,,
산본점,N012,,,1330,앤유PC방 산본점,경기 군포시 고산로 679,37.371084,126.933974,C,,
산본점,N012,,,1363,스토리PC카페,경기 군포시 당동로 12,37.351025,126.943206,C,,
산본점,N012,,,1434,인터조이PC방,경기 군포시 당동로 3-1,37.350687,126.943906,C,,
산본점,N012,,,1464,아레나PC방,경기 군포시 금산로 114,37.371929,126.936236,C,,
산본점,N012,,,1623,오션PC,경기 군포시 군포로 731,37.370509,126.943422,C,,
산본점,N012,,,1628,나이스,경기 군포시 산본천로 222,37.371471,126.941870,C,,
산본점,N012,,,1633,금정게임랜드,경기 군포시 군포로 733,37.370679,126.943340,C,,
산본점,N012,,,1696,타이탄PC,경기 군포시 군포로 745,37.371702,126.942816,C,,
산본점,N012,,,1847,아레나(ARENA)PC,경기 군포시 군포로456번길 16,37.346420,126.945065,C,,
산본점,N012,,,1847,크리드PC방 군포본점,경기 군포시 군포로456번길 19,37.346766,126.945574,C,,
산본점,N012,,,1861,옥돌PC방,경기 군포시 고산로 246-1,37.346247,126.945056,C,,
산본점,N012,,,1861,라이온PC라운지,경기 군포시 군포로456번길 18,37.346483,126.945416,C,,
산본점,N012,,,32,나인피씨방,경기 군포시 산본로323번길 20-5,37.358959,126.931605,-,,
산본점,N012,,,49,나는게이머다PC,경기 군포시 산본로323번길 22,37.358797,126.931601,-,,
산본점,N012,,,49,Z PC방,경기 군포시 산본로323번길 22,37.358797,126.931601,-,,
산본점,N012,,,54,옵티멈존PC카페 산본로데오점,경기 군포시 산본로323번길 16-12,37.359448,126.932296,-,,
산본점,N012,,,70,투아트플스방,경기 군포시 산본로323번길 24,37.358671,126.931371,-,,
산본점,N012,,,70,콤마PC 카페 산본역점,경기 군포시 산본로323번길 16-25,37.359751,126.931297,-,,
산본점,N012,,,88,옵티멈존PC카페 산본역점,경기 군포시 산본로323번길 10-6,37.359486,126.932695,-,,
산본점,N012,,,92,1프로PC아레나 산본점,경기 군포시 산본로323번길 26-22,37.359365,126.930725,-,,
산본점,N012,,,93,싸이버스카이PC방,경기 군포시 산본로323번길 16-29,37.359925,126.931162,-,,
산본점,N012,,,101,ANG PC방,경기 군포시 광정로 60,37.358708,126.930795,-,,
산본점,N012,,,106,낮과밤PC방,경기 군포시 산본로323번길 16-30,37.360181,126.931613,-,,
산본점,N012,,,127,퍼스트PC방,경기 군포시 산본로323번길 16-36,37.360351,126.931450,-,,
산본점,N012,,,143,철구PC 군포산본점,경기 군포시 번영로 489,37.357943,126.931584,-,,
산본점,N012,,,197,셈틀사랑,경기 군포시 광정로 78,37.360007,126.929748,-,,
평택소사벌점,N009,,,610,사이버엔터pc방 평택비전점,경기 평택시 평택5로114번길 46,36.995354,127.112176,B,,
평택소사벌점,N009,,,686,골드PC,경기 평택시 평택5로96번길 10,36.994640,127.112296,B,,
평택소사벌점,N009,,,698,팀PC방,경기 평택시 평택5로 98,36.994606,127.111801,B,,
평택소사벌점,N009,,,701,사이버게이트,경기 평택시 평남로 709,36.994448,127.112844,C,,
평택소사벌점,N009,,,705,익사이팅PC방 비전점,경기 평택시 평택5로 98,36.994554,127.111757,C,,
평택소사벌점,N009,,,710,크라우드PC 평택비전점,경기 평택시 평남로 705,36.994399,127.112503,C,,
평택소사벌점,N009,,,768,PC게임랜드,경기 평택시 평남로 702,36.993913,127.112156,C,,
평택소사벌점,N009,,,941,뉴블랙PC방 비전점,경기 평택시 만세로 1845-2,37.003887,127.103758,C,,
평택소사벌점,N009,,,1208,맥스피드PC,경기 평택시 평택5로20번길 37,36.989851,127.113375,C,,
평택소사벌점,N009,,,1389,아이팝PC 평택용이점,경기 평택시 용죽2로 32-45,36.992316,127.125137,C,,
평택소사벌점,N009,,,1494,아이비PC카페,경기 평택시 조개터로34번길 26,36.989821,127.103748,C,,
평택소사벌점,N009,,,1559,노리터PC카페,경기 평택시 조개터로 32,36.989819,127.102557,C,,
평택소사벌점,N009,,,1635,유니PC존,경기 평택시 중앙로 138,36.992553,127.098307,C,,
평택소사벌점,N009,,,1668,코드블랙(평택동삭3호점),경기 평택시 서재로 4,37.010089,127.098899,C,,
평택소사벌점,N009,,,1715,뉴블랙PC방 평택법원점,경기 평택시 서재로 7,37.010284,127.098416,C,,
평택소사벌점,N009,,,1727,PC토랑 평택본점,경기 평택시 평남로 1025,37.009456,127.097500,C,,
평택소사벌점,N009,,,1948,앤유PC,경기 평택시 평남로 1046-1,37.009927,127.094921,C,,
평택소사벌점,N009,,,1957,크램PC카페,경기 평택시 평남로 1053,37.009458,127.094463,C,,
평택소사벌점,N009,,,56,레드포스PC아레나 평택비전점,경기 평택시 비전5로 24,37.000420,127.114074,-,,
평택소사벌점,N009,,,83,가상현실플레이존,경기 평택시 비전5로 15,37.000153,127.112985,-,,
평택소사벌점,N009,,,108,비비피씨,경기 평택시 비전2로 196,37.000908,127.112382,-,,
평택소사벌점,N009,,,113,뉴블랙,경기 평택시 비전5로 20-48,37.000391,127.114787,-,,
평택소사벌점,N009,,,243,갬성PC,경기 평택시 비전5로 20-36,36.999391,127.115746,-,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,686,피씨토랑 창원대방점,경남 창원시 성산구 대암로 110,35.215402,128.708101,B,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,725,PC토랑 창원가음점,경남 창원시 성산구 원이대로883번길 15-24,35.207944,128.697075,B,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,944,OXPC 창원사파동점,경남 창원시 성산구 창이대로706번길 4-14,35.222193,128.700214,B,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,994,인터넷광장,경남 창원시 성산구 창이대로706번길 4-24,35.222639,128.700039,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1453,대우PC방,경남 창원시 성산구 정동로162번길 74,35.200823,128.697942,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1454,OXPC 창원성주동점,경남 창원시 성산구 대암로 247,35.203898,128.711449,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1505,인터밸리PC방,경남 창원시 성산구 대암로 247,35.203668,128.711976,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1531,K1PC방,경남 창원시 성산구 동산로73번길 15,35.217514,128.684694,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1686,K1 2호점,경남 창원시 성산구 마디미로21번길 8,35.221833,128.685214,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1693,메타pc 창원상남점,경남 창원시 성산구 마디미로21번길 7,35.222155,128.685374,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1750,토브pc,경남 창원시 성산구 마디미로27번길 4,35.221803,128.684354,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1770,이레PC방 상남점,경남 창원시 성산구 마디미로43번길 2,35.220506,128.683273,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1790,고릴라PC방,경남 창원시 성산구 마디미로 14,35.223114,128.684880,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1791,볼트PC,경남 창원시 성산구 마디미로 10,35.223286,128.685028,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1795,TTPC 창원상남직영점,경남 창원시 성산구 마디미로 20,35.222679,128.684459,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1830,앤유 NUPC 창원상남점,경남 창원시 성산구 마디미로22번길 6,35.222847,128.684123,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1848,행복한PC방,경남 창원시 성산구 원이대로 656,35.224238,128.685140,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1858,OXPC 창원상남점,경남 창원시 성산구 단정로 13,35.220708,128.682323,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,1862,앤유pc방 상남2호점,경남 창원시 성산구 마디미로10번길 10,35.223948,128.684662,C,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,138,저스트PC존,경남 창원시 성산구 가음로15번길 38,35.212632,128.701628,-,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,238,아이앤락PC방,경남 창원시 성산구 가음로15번길 52,35.212845,128.703258,-,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,325,M마루PC방 남양점,경남 창원시 성산구 대정로 77,35.210773,128.700986,-,,
창원남양점,20230908401,2023-09-08,2023-10 ~ 2026-08,429,인터밸리PC방,경남 창원시 성산구 대암로 80,35.215002,128.705300,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,521,보드카페정PC,충북 청주시 흥덕구 풍년로180번길 16,36.628374,127.432569,B,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,618,케이제이프로택,충북 청주시 흥덕구 풍년로142번길 39,36.626120,127.435875,B,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,730,레드PC,충북 청주시 흥덕구 짐대로72번길 41,36.630948,127.427579,B,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,801,캠프VR 청주점,충북 청주시 흥덕구 비하로42번길 8,36.630985,127.425279,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,826,샵PC방,충북 청주시 흥덕구 가경로 140,36.627476,127.437730,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1158,맥스PC,충북 청주시 흥덕구 대신로 4,36.633262,127.436318,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1504,피씨태그 개신점,충북 청주시 서원구 경신로 31-1,36.620635,127.445373,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1599,러쉬PC방,충북 청주시 서원구 신율로 49,36.622449,127.446952,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1628,레드포스PC 청주개신점,충북 청주시 서원구 복대로 13,36.618423,127.445820,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1686,G7 PC방,충북 청주시 흥덕구 대신로73번길 41,36.639410,127.432940,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1698,레드포스PC아레나 청주복대점,충북 청주시 흥덕구 대신로73번길 39,36.639480,127.433183,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1698,탑스타PC,충북 청주시 흥덕구 대신로73번길 39,36.639481,127.433182,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1703,아이센스블랙라벨PC존 청주지웰시티점,충북 청주시 흥덕구 대신로73번길 29,36.639434,127.433667,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1710,제로백PC방 청주복대점,충북 청주시 흥덕구 대신로73번길 23,36.639454,127.433940,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1712,시그니처PC,충북 청주시 흥덕구 대신로73번길 23,36.639478,127.433902,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1823,만땅pc,충북 청주시 흥덕구 성봉로 231,36.625830,127.449575,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1845,체크인체크PC,충북 청주시 흥덕구 2순환로 1060,36.640032,127.421852,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1972,캐치캐치,충북 청주시 흥덕구 2순환로1050번길 8-2,36.641270,127.421908,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,1995,복대그린PC방,충북 청주시 흥덕구 내수동로 10,36.633643,127.448471,C,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,108,체크인체크PC,충북 청주시 흥덕구 서현동로 16,36.623825,127.430129,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,119,피시태그 청주강서점,충북 청주시 흥덕구 강서로 107,36.624741,127.427952,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,120,뉴페이스PC방,충북 청주시 흥덕구 서현중로 56,36.623452,127.428929,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,124,라이또PC방 강서점,충북 청주시 흥덕구 서현중로 58-1,36.623515,127.428611,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,154,레드포스PC아레나 청주터미널,충북 청주시 흥덕구 가로수로1164번길 41-44,36.625890,127.429101,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,190,아이피씨유 i PC U,충북 청주시 흥덕구 가로수로1164번길 41-29,36.625981,127.428165,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,237,욜로pc방 청주가경점,충북 청주시 흥덕구 서현동로 4,36.622712,127.430698,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,315,쿡PC,충북 청주시 흥덕구 가로수로1164번길 7-2,36.626442,127.426672,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,378,블루PC,충북 청주시 흥덕구 가로수로1154번길 5-12,36.626248,127.425614,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,408,시크릿PC방,충북 청주시 흥덕구 풍년로 144,36.625476,127.433658,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,410,사이버존PC방,충북 청주시 흥덕구 풍년로 148-1,36.625793,127.433557,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,447,해피머니게임장,충북 청주시 흥덕구 풍년로160번길 12,36.626752,127.433410,-,,
청주터미널점,20230829399,2023-08-29,2023-09 ~ 2026-08,483,두꺼비PC,충북 청주시 흥덕구 풍년로160번길 20,36.626884,127.433786,-,,
하안금당사거리,N004,,,502,저스트PC,경기 광명시 범안로 1059,37.463091,126.880057,B,,
하안금당사거리,N004,,,503,레벨업PC방 광명하안점,경기 광명시 범안로 1059,37.463096,126.880058,B,,
하안금당사거리,N004,,,774,제로백피씨 광명소하점,경기 광명시 하안로 180,37.453400,126.887842,B,,
하안금당사거리,N004,,,858,제로100피씨 광명하안점,경기 광명시 안현로 52,37.465565,126.877459,C,,
하안금당사거리,N004,,,1362,더엑스PC방 소하점,경기 광명시 소하로 88,37.446956,126.883470,C,,
하안금당사거리,N004,,,1424,제로100PC방,경기 광명시 하안로 112,37.448225,126.891310,C,,
하안금당사거리,N004,,,1632,월드클래스PC방,서울 금천구 두산로9길 31,37.471830,126.892525,C,,
하안금당사거리,N004,,,1687,아이러브PC,서울 금천구 가산로3길 54,37.472361,126.892613,C,,
하안금당사거리,N004,,,1732,레벨업PC방 독산점,서울 금천구 가산로3길 34,37.472344,126.893637,C,,
하안금당사거리,N004,,,1774,황금포커성게임랜드,서울 금천구 시흥대로 409,37.470117,126.897704,C,,
하안금당사거리,N004,,,1788,옵티멈존PC방 독산점,서울 금천구 시흥대로 406,37.469654,126.898430,C,,
하안금당사거리,N004,,,1790,메타PC 금천본점,서울 금천구 시흥대로 214,37.453042,126.901707,C,,
하안금당사거리,N004,,,1803,레벨업피씨카페 가산점,서울 금천구 디지털로10길 78,37.474540,126.889819,C,,
하안금당사거리,N004,,,1870,PC마루,서울 금천구 독산로 194,37.464377,126.903151,C,,
하안금당사거리,N004,,,1904,뉴스타PC방,서울 금천구 시흥대로 427,37.471641,126.897879,C,,
하안금당사거리,N004,,,1909,위너스피씨,서울 금천구 시흥대로 196,37.451404,126.902239,C,,
하안금당사거리,N004,,,1947,제닉스아레나 독산점,서울 금천구 시흥대로 426,37.471595,126.898629,C,,
하안금당사거리,N004,,,1952,아레나블랙PC방,서울 금천구 시흥대로 426,37.471562,126.898756,C,,
하안금당사거리,N004,,,1955,어셈블PC,서울 금천구 독산로 142,37.460085,126.905094,C,,
하안금당사거리,N004,,,407,메타피씨방 하안사거리점,경기 광명시 하안로 295,37.461971,126.879971,-,,
하안금당사거리,N004,,,446,마하pc카페,경기 광명시 하안로287번길 21,37.461160,126.878600,-,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,751,더브이PC방 탄현점,경기 고양시 일산서구 일현로 127,37.698303,126.765120,B,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,890,포그(pog)pc,경기 고양시 일산서구 일청로 32,37.686928,126.771690,B,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1108,욜로PC방 일산덕이점,경기 고양시 일산서구 하이파크2로 65,37.699819,126.756290,B,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1148,피씨마루(PC maru),경기 고양시 일산서구 일산로 638,37.682084,126.758559,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1288,챔버3,경기 고양시 일산서구 성저로46번길 2,37.683852,126.752712,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1367,퍼니펀방방,경기 고양시 일산서구 일산로 574,37.679368,126.764803,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1461,닉PC cafe 후곡점,경기 고양시 일산서구 일산로 558,37.678679,126.766396,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1469,NICPC카페,경기 고양시 일산서구 일산로 558,37.678605,126.766349,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1469,닉 PC방 후곡점,경기 고양시 일산서구 일산로 558,37.678600,126.766348,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1471,엔유 PC방,경기 고양시 일산동구 탄중로425번길 3,37.687226,126.779262,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1494,포시즌,경기 고양시 일산서구 일산로 559,37.678296,126.765731,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1496,알파존PC방,경기 고양시 일산동구 탄중로 421,37.687199,126.779544,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1516,파브PC방 2호점,경기 고양시 일산동구 중산로 247,37.694228,126.780412,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1559,패스터PC 일산중산점,경기 고양시 일산동구 중산로 248,37.694025,126.780961,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1572,안드로메다오락실 일산,경기 고양시 일산서구 일산로 549,37.677744,126.766906,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1581,쓰리팝 PC CAFE,경기 고양시 일산서구 일산로 547,37.677693,126.767142,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1633,제우스PC 일산중산점,경기 고양시 일산동구 고양대로 739,37.682875,126.778398,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1636,에이씨디씨 피씨 ACDC PC플러스,경기 고양시 일산서구 대산로 220,37.678796,126.754452,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1680,닉PC,경기 고양시 일산서구 대산로 221,37.678558,126.753972,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,1873,와라PC,경기 고양시 일산동구 고양대로 762,37.681926,126.780888,C,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,91,NIC PC방,경기 고양시 일산서구 일현로 42,37.690940,126.762998,-,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,161,아이피씨유,경기 고양시 일산서구 일현로41번길 16,37.691450,126.761719,-,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,172,여우PC 탄현점,경기 고양시 일산서구 산현로17번길 9,37.690094,126.763458,-,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,217,호박게임랜드,경기 고양시 일산서구 일현로 31,37.690162,126.761931,-,,
일산탄현점,20251114427,2025-11-21,2025-12 ~ 2026-08,290,스타덤PC 일산탄현점,경기 고양시 일산서구 산현로 1,37.689363,126.761930,-,,
마산산호점,N011,,,595,제스트피시방,경남 창원시 마산합포구 산호남로 19,35.217121,128.582077,B,,
마산산호점,N011,,,652,스페이스PC방,경남 창원시 마산합포구 용마로 45,35.217889,128.579829,B,,
마산산호점,N011,,,836,욜로PC방 마산양덕점,경남 창원시 마산회원구 율림교로 7,35.229389,128.584077,B,,
마산산호점,N011,,,1151,진피씨방,경남 창원시 마산회원구 3.15대로 636,35.229772,128.576838,C,,
마산산호점,N011,,,1155,국대pc방,경남 창원시 마산회원구 양덕북12길 107,35.232255,128.583797,C,,
마산산호점,N011,,,1192,픽셀PC 양덕점,경남 창원시 마산회원구 양덕로 160,35.232524,128.583097,C,,
마산산호점,N011,,,1214,라이온i PC ZONE,경남 창원시 마산회원구 양덕로 162,35.232701,128.582930,C,,
마산산호점,N011,,,1271,모모PC,경남 창원시 마산회원구 석전남9길 2,35.228785,128.573906,C,,
마산산호점,N011,,,1308,인싸이더PC카페 석전동점,경남 창원시 마산회원구 삼호로 185,35.228926,128.573536,C,,
마산산호점,N011,,,1448,K9PC존,경남 창원시 마산합포구 합포로 120,35.208972,128.582807,C,,
마산산호점,N011,,,1477,스컬스PC방,경남 창원시 마산합포구 합포로 120,35.208712,128.582776,C,,
마산산호점,N011,,,1553,크레마PC방,경남 창원시 마산합포구 북성로 81,35.214459,128.570612,C,,
마산산호점,N011,,,1630,더락PC 합성동점,경남 창원시 마산회원구 합성옛길 104,35.236433,128.582455,C,,
마산산호점,N011,,,1712,볼트PC방 합성점,경남 창원시 마산회원구 양덕북4길 10,35.237173,128.582414,C,,
마산산호점,N011,,,1730,티티PC방,경남 창원시 마산회원구 3.15대로 732,35.237304,128.582140,C,,
마산산호점,N011,,,1738,더맥스PC카페,경남 창원시 마산회원구 합성남로 21-1,35.237559,128.584928,C,,
마산산호점,N011,,,1755,아이센스리그PC 창원합성2호점(직영점),경남 창원시 마산회원구 3.15대로 736,35.237558,128.582375,C,,
마산산호점,N011,,,1792,아이센스리그PC 창원합성본점,경남 창원시 마산회원구 합성남로 8,35.237983,128.583322,C,,
마산산호점,N011,,,1804,골드문PC,경남 창원시 마산합포구 불종거리로 31-1,35.207323,128.576274,C,,
마산산호점,N011,,,1829,맥스피드PC 마산석전점,경남 창원시 마산회원구 석전동16길 50,35.237838,128.579955,C,,
마산산호점,N011,,,1833,자드PC,경남 창원시 마산회원구 합성남로 6,35.238339,128.583100,C,,
마산산호점,N011,,,187,더엑스PC 양덕점,경남 창원시 마산회원구 용마로 130,35.223438,128.585919,-,,
마산산호점,N011,,,206,빅스타PC방,경남 창원시 마산합포구 용마로 90,35.220736,128.583288,-,,
마산산호점,N011,,,407,더 라바 PC방 The LAVA PC방,경남 창원시 마산회원구 양덕동2길 33,35.222929,128.589355,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,580,바비PC카페,부산 남구 용소로64번길 3,35.131521,129.101077,B,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,602,OXPC 남천역점,부산 수영구 황령대로 491,35.138430,129.107750,B,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,602,오엑스 OXPC 남천역점,부산 수영구 황령대로 491,35.138430,129.107750,B,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,666,스푼PC카페 남천점,부산 수영구 황령대로489번길 22,35.138889,129.108294,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,667,피플PC방 부산남천점,부산 수영구 황령대로489번길 22,35.138897,129.108298,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,672,파크밴 남천점,부산 수영구 황령대로489번길 22,35.138913,129.108346,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,804,프렌즈PC방,부산 남구 유엔로157번길 95,35.134504,129.093077,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1040,OXPC 대연동점,부산 남구 유엔평화로 36,35.131783,129.091782,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1064,더몽피시 대연점,부산 남구 진남로46번길 23,35.139203,129.090182,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1201,캣PC카페,부산 남구 석포로 137,35.129444,129.091736,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1209,와우센스PC방,부산 남구 수영로 200,35.134699,129.088435,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1260,샹떼PC방 부산대연점,부산 남구 수영로196번길 6,35.134592,129.087897,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1274,락스타PC카페,부산 남구 용호로 34,35.126485,129.107747,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1274,플레이피시카페,부산 남구 못골로 47,35.135912,129.087524,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1299,OXPC 못골점,부산 남구 못골로41번길 6,35.136090,129.087232,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1430,OXPC 금련산역점,부산 수영구 수영로 465,35.147513,129.110087,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1430,오엑스피시 금련산역점,부산 수영구 수영로 465,35.147513,129.110087,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1438,리벨PC,부산 수영구 수영로464번길 18,35.146979,129.111144,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1491,OXPC 용호동점,부산 남구 용호로 64,35.125610,129.110632,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1795,OXPC 석포로점,부산 남구 석포로 76,35.124465,129.088636,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,1891,캐슬턴버니하우스 광안점,부산 수영구 광안해변로 165,35.149593,129.115095,C,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,54,피에스타,부산 남구 용소로13번길 26,35.136665,129.102051,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,67,OXPC 경성대점,부산 남구 용소로13번길 6,35.136212,129.101103,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,106,콤마PC 카페 경성대부경대역점,부산 남구 용소로7번길 33,35.137605,129.101966,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,143,팽피시카페 경성대점,부산 남구 용소로8번길 7,35.136308,129.099985,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,160,아이파크PC방 CS점,부산 남구 용소로8번길 10,35.136515,129.099725,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,168,껨홀pc방,부산 남구 수영로 323,35.138208,129.101009,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,175,어반식스PC방,부산 남구 수영로 304,35.136781,129.099546,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,204,레드포스PC아레나 경성대점,부산 남구 수영로 300,35.136679,129.099226,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,206,크루피시방,부산 남구 수영로325번길 11,35.138565,129.101044,-,,
