매장명,매장코드,개점일,매출기간,거리m,상호,주소,위도,경도,등급,판정,메모
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,327,사이렌PC,부산 남구 용소로40번길 14,35.133961,129.100266,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,355,싸이렌PC존,부산 남구 용소로40번길 13,35.133720,129.100180,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,356,팽피시카페 부산점,부산 남구 수영로 286,35.135950,129.097673,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,364,크크피시방,부산 남구 용소로 42-1,35.133503,129.100781,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,365,그린존PC방,부산 남구 용소로 42-1,35.133485,129.100865,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,404,국대PC,부산 남구 수영로 274-17,35.135381,129.097351,-,,
부경대점,20240621415,2024-06-21,2024-07 ~ 2026-08,474,NUPC방 부경대점,부산 남구 용소로 54,35.132496,129.100864,-,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,850,하이텐션PC카페 시흥은행점,경기 시흥시 은행로149번길 18,37.443975,126.797758,B,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,858,레벨업PC방 은행점,경기 시흥시 은행로155번길 5,37.444511,126.798921,B,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,891,제로백 시흥은행점,경기 시흥시 대은로 80,37.444243,126.797401,B,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1031,아이쿡피씨앤카페,경기 시흥시 시흥대로 1121,37.435577,126.791145,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1061,해피로PC방 시흥대야점,경기 시흥시 비둘기공원7길 45,37.442036,126.792126,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1079,피에스타PC방 시흥대야점,경기 시흥시 비둘기공원7길 33,37.443180,126.792818,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1104,아이센스리그PC 시흥대야점,경기 시흥시 비둘기공원7길 54,37.441653,126.791327,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1177,픽토리,경기 시흥시 비둘기공원6길 16,37.442463,126.790924,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1224,드래곤pc,경기 시흥시 비둘기공원5길 7,37.443117,126.790795,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1261,보라카이,경기 시흥시 비둘기공원5길 16,37.442812,126.790078,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1261,로그PC,경기 시흥시 비둘기공원5길 16,37.442807,126.790076,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1480,PC토랑 시흥본점,경기 시흥시 신천로 81,37.437505,126.785854,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1482,탐스PC,경기 시흥시 신천로 95,37.438994,126.785958,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1556,킹덤PC방,경기 시흥시 복지로120번길 4,37.449064,126.792904,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1556,제로백PC 시흥대야역점,경기 시흥시 복지로120번길 4,37.449066,126.792907,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1689,레벨업PC방 시흥점,경기 시흥시 삼미시장1길 19,37.440593,126.783935,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1689,빠삐용PC방,경기 시흥시 삼미시장1길 19,37.440593,126.783935,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1753,킹스타PC방,경기 시흥시 삼미시장2길 30,37.440493,126.783161,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1767,아이센스리그PC방 삼미시장점,경기 시흥시 수인로3381번길 27,37.438891,126.782706,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1854,네티즌 신천점,경기 시흥시 신천3길 40-1,37.438795,126.781703,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,1886,NU PC 신천점,경기 시흥시 신천3길 46,37.438827,126.781345,C,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,85,망고팡,경기 시흥시 은계번영길 9,37.437471,126.801635,-,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,88,라이또PC방 시흥은계점,경기 시흥시 은계번영길 40,37.436554,126.802545,-,,
시흥은계점,20231023405,2023-10-23,2023-11 ~ 2026-08,138,스타파이브(시흥은행점),경기 시흥시 은계번영길 25,37.436776,126.803973,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,554,좋은날피시방 정왕점,경기 시흥시 정왕대로233번길 28-1,37.347225,126.741537,B,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,825,뉴캐슬 피시방,경기 시흥시 봉우재로61번길 29,37.349197,126.743562,B,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,892,본피씨방,경기 시흥시 역전로 304,37.352467,126.738923,B,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,986,게임존,경기 시흥시 희망공원로 269,37.345317,126.724995,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1003,올스타zPC방,경기 시흥시 봉우재로 65,37.348362,126.746487,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1015,플러스PC,경기 시흥시 오동마을로6번길 17,37.352146,126.742842,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1046,콜로세움플러스PC방,경기 시흥시 오동마을로6번안길 12,37.352245,126.743258,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1082,샹떼PC 정왕점,경기 시흥시 오동마을로 14,37.352703,126.743170,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1084,락시대PC,경기 시흥시 정왕천로411번길 44,37.346791,126.748073,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1116,프렌즈피씨방,경기 시흥시 정왕천로411번길 40,37.346548,126.748505,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1118,성지PC,경기 시흥시 정왕천로411번길 40,37.346527,126.748530,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1119,빈야드랩,경기 시흥시 오동마을로 28,37.352212,126.744602,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1168,푸른별 귀큰여우PC방,경기 시흥시 정왕천로 361,37.340864,126.748366,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1232,붕우PC카페 정왕2호점,경기 시흥시 군서로24번길 10-1,37.345381,126.749993,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1438,와우팡팡,경기 시흥시 옥구상가2길 9,37.353342,126.723955,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1479,에스투존피시방,경기 시흥시 옥구천동로 401,37.357086,126.729812,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1487,탐스PC,경기 시흥시 평안상가3길 16,37.336648,126.749486,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1572,이에프씨 피씨 카페EFC PC CAFE,경기 시흥시 옥구상가1길 9,37.353892,126.722551,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1583,초콜릿PC방,경기 시흥시 정왕천로 436,37.346011,126.753901,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1588,비타민PC방,경기 시흥시 옥구상가1길 23,37.353171,126.721619,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,1588,듀오(DUO)PC방,경기 시흥시 옥구상가3길 25,37.354167,126.722610,C,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,42,보보스PC존 5호점,경기 시흥시 중심상가3길 22,37.344402,126.735901,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,55,보보스PC 3호점,경기 시흥시 중심상가로 193,37.344367,126.736524,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,62,보보스피씨존 본점,경기 시흥시 중심상가2길 12-6,37.345299,126.736253,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,69,링크 PC카페,경기 시흥시 중심상가로 192,37.344130,126.736278,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,137,보보스PC존 1호점,경기 시흥시 중심상가로 201-9,37.344466,126.737624,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,290,킹게임랜드,경기 시흥시 중심상가로 160,37.345882,126.733151,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,387,인터넷파워피시방,경기 시흥시 정왕대로233번길 10,37.345878,126.740237,-,,
시흥정왕점,20240517411,2024-05-17,2024-06 ~ 2026-08,422,스타덤PC 시흥정왕점,경기 시흥시 중심상가로 146,37.346734,126.732044,-,,
구리돌다리점,N015,,,504,럭키PC,경기 구리시 건원대로34번길 9,37.604378,127.140853,B,,
구리돌다리점,N015,,,537,엔투피씨(N2PC),경기 구리시 건원대로 42,37.604829,127.140360,B,,
구리돌다리점,N015,,,567,레벨업PC방 수택점,경기 구리시 검배로48번길 18,37.596784,127.143439,B,,
구리돌다리점,N015,,,569,긱스타PC,경기 구리시 검배로48번길 18,37.596762,127.143453,C,,
구리돌다리점,N015,,,627,새와동물게임장,경기 구리시 검배로 54,37.596948,127.144476,C,,
구리돌다리점,N015,,,665,라인PC방(LINE PC),경기 구리시 건원대로 57,37.606165,127.139244,C,,
구리돌다리점,N015,,,671,일프로아레나 구리점,경기 구리시 검배로 55,37.597138,127.145214,C,,
구리돌다리점,N015,,,672,온잇 PC아레나 구리점,경기 구리시 검배로 55,37.597145,127.145236,C,,
구리돌다리점,N015,,,722,보물섬,경기 구리시 안골로8번길 8-3,37.596685,127.131755,C,,
구리돌다리점,N015,,,767,코지PC방,경기 구리시 검배로 65,37.596467,127.145970,C,,
구리돌다리점,N015,,,801,몬스터피씨 MONSTER PC,경기 구리시 원수택로 8,37.593008,127.139595,C,,
구리돌다리점,N015,,,804,라임PC 수택직영점,경기 구리시 원수택로 8,37.592966,127.139415,C,,
구리돌다리점,N015,,,889,더PC 구리수택동점,경기 구리시 이문안로 62,37.592174,127.138356,C,,
구리돌다리점,N015,,,892,찐막PC,경기 구리시 이문안로 62,37.592151,127.138357,C,,
구리돌다리점,N015,,,899,더캠프PC방,경기 구리시 이문안로 72,37.592104,127.139328,C,,
구리돌다리점,N015,,,900,PC플러스클럽,경기 구리시 이문안로 72,37.592092,127.139389,C,,
구리돌다리점,N015,,,925,구리PC,경기 구리시 체육관로80번길 27,37.591887,127.139656,C,,
구리돌다리점,N015,,,987,레벨업PC 교문점,경기 구리시 이문안로 32,37.591832,127.134811,C,,
구리돌다리점,N015,,,987,여기PC,경기 구리시 이문안로 32,37.591832,127.134811,C,,
구리돌다리점,N015,,,1071,레벨업PC방 인창점,경기 구리시 동구릉로53번길 79,37.608164,127.131812,C,,
구리돌다리점,N015,,,1077,미르PC방,경기 구리시 동구릉로 120,37.609802,127.136944,C,,
구리돌다리점,N015,,,1758,맥스존 도농점,경기 남양주시 도농로 7,37.606573,127.156879,C,,
구리돌다리점,N015,,,1759,피씨로그(구플레잇) PC방 도농점,경기 남양주시 도농로 7,37.606594,127.156875,C,,
구리돌다리점,N015,,,1796,엑스탑,경기 남양주시 다산순환로 20,37.612586,127.151716,C,,
구리돌다리점,N015,,,1836,플존,경기 남양주시 가운로 2,37.605960,127.158141,C,,
구리돌다리점,N015,,,69,진주게임랜드,경기 구리시 안골로63번길 42-7,37.599562,127.138674,-,,
구리돌다리점,N015,,,155,녹스피씨방 구리돌다리점,경기 구리시 경춘로 223,37.600896,127.140167,-,,
구리돌다리점,N015,,,227,G1피시방,경기 구리시 검배로 4,37.600476,127.141203,-,,
구리돌다리점,N015,,,235,지원오티티스크린허브,경기 구리시 검배로 4,37.600459,127.141295,-,,
구리돌다리점,N015,,,448,레드포스PC아레나 구리역점,경기 구리시 경춘로 253,37.602230,127.143029,-,,
구리돌다리점,N015,,,498,제로백 구리역점,경기 구리시 건원대로 36,37.604431,127.140489,-,,
울산삼산점,N005,,,520,사이버킹PC방,울산 남구 꽃대나리로 39,35.533847,129.334208,B,,
울산삼산점,N005,,,561,오렌지PC,울산 남구 왕생로 69,35.539605,129.330583,B,,
울산삼산점,N005,,,614,초승달PC,울산 남구 왕생로 81,35.540499,129.330381,B,,
울산삼산점,N005,,,627,살롱PC,울산 남구 달삼로 12,35.535204,129.330606,C,,
울산삼산점,N005,,,728,앤유pc,울산 남구 달삼로 4,35.535023,129.329443,C,,
울산삼산점,N005,,,747,더레드피씨,울산 남구 삼산중로128번길 2,35.544853,129.335877,C,,
울산삼산점,N005,,,795,은이네PC,울산 남구 번영로 111,35.535247,129.328493,C,,
울산삼산점,N005,,,805,라인PC,울산 남구 번영로 111,35.535203,129.328388,C,,
울산삼산점,N005,,,970,핵스 PC카페 태화강역점,울산 남구 남중로 43,35.538244,129.347208,C,,
울산삼산점,N005,,,1076,탑피씨방(TOP PC),울산 남구 정동로118번길 12,35.544049,129.345922,C,,
울산삼산점,N005,,,1096,슈퍼맨PC,울산 남구 돋질로 384,35.543302,129.346808,C,,
울산삼산점,N005,,,1145,샹떼PC방 울산야음동점,울산 남구 번영로 36,35.528921,129.330829,C,,
울산삼산점,N005,,,1284,NLH 스타디움,울산 남구 남중로 119,35.544971,129.347943,C,,
울산삼산점,N005,,,1311,레벨업PC방 울산달동점,울산 남구 삼산로 136,35.535798,129.322340,C,,
울산삼산점,N005,,,1359,스펀지PC,울산 남구 번영로246번길 22,35.547558,129.326940,C,,
울산삼산점,N005,,,1366,레드포스PC아레나 울산달동점,울산 남구 신정로 39,35.535375,129.321841,C,,
울산삼산점,N005,,,1412,제닉스아레나pc존,울산 남구 신정로37번길 7,35.534995,129.321428,C,,
울산삼산점,N005,,,1541,아레나XPC방,울산 남구 수암로 220,35.525253,129.330177,C,,
울산삼산점,N005,,,1790,스타덤PC 울산신정점,울산 남구 수암로 121,35.528302,129.320869,C,,
울산삼산점,N005,,,1844,골드PC방,울산 남구 수암로 109,35.528852,129.319655,C,,
울산삼산점,N005,,,1874,스카이PC,울산 중구 옥교12길 81,35.554653,129.332182,C,,
울산삼산점,N005,,,1885,아이센스리그PC방 울산수암시장점,울산 남구 수암로 114,35.528256,129.319611,C,,
울산삼산점,N005,,,1893,이음PC,울산 중구 옥교3길 48,35.553622,129.327747,C,,
울산삼산점,N005,,,1960,아이보스PC방,울산 중구 화합로 327,35.555438,129.340837,C,,
울산삼산점,N005,,,1974,비버PC방,울산 중구 구교로 52,35.555086,129.329904,C,,
울산삼산점,N005,,,43,레벨업PC방 울산삼산점,울산 남구 달삼로75번길 13,35.537878,129.336872,-,,
울산삼산점,N005,,,96,쓰리팝피씨 카페3POP PC CAFE,울산 남구 삼산중로 49,35.537918,129.335486,-,,
울산삼산점,N005,,,185,테라스PC,울산 남구 왕생로36번길 22-1,35.537066,129.334946,-,,
울산삼산점,N005,,,222,레드포스PC아레나 삼산점,울산 남구 삼산중로74번길 6,35.540136,129.336308,-,,
울산삼산점,N005,,,283,탑스타PC 울산삼산점,울산 남구 삼산중로74번길 22,35.540422,129.337918,-,,
울산삼산점,N005,,,288,슈퍼스타PC방,울산 남구 달삼로 47,35.536249,129.334332,-,,
울산삼산점,N005,,,306,피에스타스토리 PC CAFE,울산 남구 삼산중로74번길 28,35.540444,129.338378,-,,
울산삼산점,N005,,,447,OX파크 달동점,울산 남구 왕생로 28,35.535952,129.332365,-,,
울산삼산점,N005,,,469,꽃PC,울산 남구 왕생로 35,35.536644,129.331675,-,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,521,갤럭시아레나 수원점,경기 수원시 영통구 덕영대로 1566,37.245385,127.061926,B,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,554,레드포스PC아레나,경기 화성시 병점구 영통로 74,37.236508,127.061108,B,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,560,와우PC방,경기 수원시 영통구 덕영대로 1539,37.246302,127.059254,B,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,560,아이비스PC방 수원영통점,경기 수원시 영통구 덕영대로 1539,37.246302,127.059254,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,613,도시PC카페 망포역점,경기 수원시 영통구 영통로214번길 55,37.246699,127.060327,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,720,뉴헥존PC,경기 화성시 병점구 영통로 59,37.235052,127.061539,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,720,스타덤PC 반월점,경기 화성시 병점구 영통로 59,37.235131,127.061859,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1299,바이킹PC,경기 용인시 기흥구 서천로 121,37.237201,127.072879,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1436,크라우드PC 수원신동점,경기 수원시 영통구 권선로908번길 63,37.246100,127.044126,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1500,오아시스PC,경기 용인시 기흥구 서천로172번길 42,37.230427,127.069271,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1678,테라PC방,경기 용인시 기흥구 서그내로15번길 34,37.246610,127.076825,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1694,케이스타PC,경기 용인시 기흥구 서그내로15번길 33,37.246847,127.076904,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1813,아크로폴리스,경기 수원시 영통구 청명남로 21,37.252071,127.074448,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1814,피시온티브이존,경기 수원시 영통구 청명남로 21,37.252089,127.074448,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1822,제로백PC 영통점,경기 수원시 영통구 반달로 21,37.251632,127.075044,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1844,플레이PC존,경기 수원시 영통구 청명남로 25,37.252222,127.074745,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1845,아이센스리그PC방 수원경희대점,경기 수원시 영통구 덕영대로 1707,37.247971,127.078163,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1857,레드포스PC아레나 영통점,경기 수원시 영통구 청명남로 25,37.252411,127.074733,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1862,메가오락실,경기 수원시 영통구 청명남로 25,37.252436,127.074775,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1869,프라임PC방,경기 수원시 영통구 덕영대로 1709,37.247988,127.078440,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1905,와우PC카페,경기 수원시 영통구 영일로6번길 54,37.247956,127.078896,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1907,맥스스피드PC,경기 수원시 영통구 매영로 432,37.248510,127.078620,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1907,아이센스블랙라벨PC존 수원경희대2호점,경기 수원시 영통구 영일로6번길 54,37.247994,127.078911,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1914,토니PC,경기 수원시 영통구 청명로 7,37.248323,127.078809,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1934,온잇 PC아레나 영통점,경기 수원시 영통구 청명남로 31,37.252951,127.075296,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,1966,하이롤러 영통중앙점,경기 수원시 영통구 청명남로34번길 3,37.252773,127.075962,C,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,338,PC토랑 망포점,경기 수원시 영통구 영통로90번길 20-11,37.238336,127.060271,-,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,391,골뱅이pc방,경기 수원시 영통구 영통로90번길 4-9,37.237803,127.060085,-,,
수원망포점,20240517412,2024-05-17,2024-06 ~ 2026-08,404,제로백PC 수원망포점,경기 수원시 영통구 영통로90번길 12,37.237650,127.059890,-,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,624,아이컨츄리PC존,전남광주통합특별시 북구 동문대로 189,35.179218,126.929265,B,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,692,아이리스PC카페 문흥점,전남광주통합특별시 북구 평교로 40-1,35.180716,126.925616,B,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,708,스터디PC,전남광주통합특별시 북구 군왕로 206,35.179052,126.935773,B,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,728,더PC존,전남광주통합특별시 북구 군왕로 198,35.178569,126.935165,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,735,아이맥스PC방,전남광주통합특별시 북구 군왕로 198,35.178468,126.935088,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,859,희망PC방,전남광주통합특별시 북구 동문대로167번길 27,35.177781,126.926948,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,879,아이센스리그PC방 광주문흥점,전남광주통합특별시 북구 문산로 43-9,35.185965,126.922201,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,893,봉봉펀삽,전남광주통합특별시 북구 문산로 43-11,35.186042,126.922065,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,994,케이원피씨,전남광주통합특별시 북구 서하로 369,35.186278,126.920984,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1000,마린PC,전남광주통합특별시 북구 대천로 138,35.186659,126.921023,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1089,퍼펙트PC방,전남광주통합특별시 북구 월동로 37,35.175032,126.934946,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1125,두암게임랜드,전남광주통합특별시 북구 면앙로156번길 36,35.174944,126.927481,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1334,라붐PC,전남광주통합특별시 북구 동문대로 118,35.173446,126.925856,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1432,세븐PC존,전남광주통합특별시 북구 삼정로 134-2,35.171771,126.934474,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1433,그르르 PC카페,전남광주통합특별시 북구 호동로 70,35.177754,126.918246,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1435,소나무피씨클럽,전남광주통합특별시 북구 호동로 70,35.177756,126.918217,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1443,청담PC,전남광주통합특별시 북구 삼정로 122,35.171741,126.934876,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1482,힐링PC카페,전남광주통합특별시 북구 서방로107번길 39,35.172256,126.925129,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1530,지구성인게임랜드,전남광주통합특별시 북구 서방로107번길 29,35.171882,126.924836,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1761,볼트9PC카페,전남광주통합특별시 북구 우치로100번길 41,35.176772,126.914775,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1871,베니 PC Place,전남광주통합특별시 북구 우치로100번길 24,35.176225,126.913770,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1873,탑독PC,전남광주통합특별시 북구 우치로 128,35.178830,126.912307,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1873,블랑PC,전남광주통합특별시 북구 우치로 128,35.178830,126.912307,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1897,뽑기명당,전남광주통합특별시 북구 우치로90번길 21,35.175649,126.913850,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1963,액티브게임파크 광주전남대점,전남광주통합특별시 북구 우치로 98-1,35.176217,126.912627,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1968,레오PC방,전남광주통합특별시 북구 우치로90번길 8-3,35.175324,126.913179,C,,
광주각화점,20241108419,2024-11-08,2024-11 ~ 2026-08,1970,제스트 (Zest) PC,전남광주통합특별시 북구 우치로90번길 5,35.175591,126.912955,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,738,피스트 피시방,경기 안산시 단원구 석수로 66,37.342417,126.808073,B,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,742,웹시티pc방 선부점,경기 안산시 단원구 선부로 185,37.341972,126.815699,B,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,758,아이탐스PC방 선부본점,경기 안산시 단원구 선부로 191,37.341854,126.816232,B,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,766,이비스PC방,경기 안산시 단원구 석수로4길 15,37.341767,126.806025,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,802,갤러리PC방,경기 안산시 단원구 선부로 199,37.341823,126.817103,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,804,폰조이PC방,경기 안산시 단원구 화정천서로2길 13,37.342315,126.816321,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1032,탐스PC 선부점,경기 안산시 단원구 선이로 20,37.342682,126.802822,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1105,스토리PC랩 와동체육공원1호점,경기 안산시 단원구 와동공원로 121,37.342402,126.821133,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1155,사이버카페PC방 와동점,경기 안산시 단원구 와동공원로 126,37.342705,126.821543,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1165,스토리PC방,경기 안산시 단원구 선부로 247-1,37.341528,126.822674,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1196,아이디PC방,경기 안산시 단원구 와동1로 23,37.334170,126.824524,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1217,레드PC방 안산와동점,경기 안산시 단원구 와동공원로 136,37.343520,126.821609,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1236,조이창작갤러리,경기 안산시 단원구 선부로 260,37.341168,126.823823,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1356,짱PC방 와동점,경기 안산시 단원구 와동공원로 154,37.345209,126.821731,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1389,레벨업PC방 원곡점,경기 안산시 단원구 라성로 36,37.327191,126.800503,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1389,노블존PC방 원곡점,경기 안산시 단원구 라성로 36,37.327195,126.800494,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1398,아이센스리그PC방 원곡점,경기 안산시 단원구 라성로 43,37.327346,126.800153,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1400,스토리PC랩 와동체육공원 3호점,경기 안산시 단원구 와동공원로 161,37.345974,126.821404,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1428,아이센스리그PC 안산와동점,경기 안산시 단원구 와동공원로 162,37.345957,126.821923,C,,
